,Text,Label,Clean Text
6864,@user Remember that time @user cited a very clearly and well-known fake antifa account in your paper? Good times. ,0, user remember time user cited clearly wellknown fake antifa account paper good time 
6865,@user @user @user @user @user @user The fine people he was referring to were the military vets &amp; others who had a legal permit to protest the removal of a historical statue. That isn’t good enough? By your standards the counter protesters were all Antifa. ,0, user user user user user user fine people referring military vet amp others legal permit protest removal historical statue isnt good enough standard counter protester antifa 
6866,@user Are you saying they’ll become another victim of the Clinton’s? ,1, user saying theyll become another victim clinton 
6867,"@user @user Sadder still, these guys exist because of a bunch of far-left children that dress like ISIS, burn flags and attack journalists.  Yet our young leftists activists posing as journalists"""" don't even cover the group #antifa that does all of the violence. Talk about bizarro world!"""" ",0, user user sadder still guy exist bunch farleft child dress like isi burn flag attack journalist  yet young leftist activist posing journalist dont even cover group antifa violence talk bizarro world 
6868,@user And I think Australia has  gun control and less firearm shootings. ,0, user think australia  gun control le firearm shooting 
6869,@user Grover is antifa and keeps changing his appearance to hide from the government.   ,0, user grover antifa keep changing appearance hide government   
6870,@user Fantastic!!!  The Alamo is sacred to us. She is a blight on the history of time. Better left erased!!  🇺🇸🇺🇸 ,1, user fantastic  alamo sacred u blight history time better left erased   
6871,@user I hate Steffy.......why because she always gets what she wants and doesn’t care how she does it or who she hurts!!! I knew her giving Hope to Liam was to good to be true.  She is such a B$);H. ,0, user hate steffywhy always get want doesnt care hurt knew giving hope liam good true  bh 
6872,@user Awesome Job Mr. President Trump!!  MAGA ,0, user awesome job mr president trump  maga 
6873,@user @user If everyone of them own guns would they feel the same way about gun control? ,0, user user everyone gun would feel way gun control 
6874,@user I guess u all looking wrong or looking for wrong thing... my girl was walking when started dating... about 2 yrs in she is physically handicapped... I'm still w her... no sex... just love for her and her spirit... ,0, user guess u looking wrong looking wrong thing girl walking started dating  yr physically handicapped im still w sex love spirit 
6875,@user @user I hope the NFL folds! ,0, user user hope nfl fold 
6876,@user @user @user @user @user @user @user @user @user @user @user @user Why do you keep telling this lie? There WERE ppl there that did not belong to Antifa/KKK that were just there supporting or not supporting the statues staying or going.#Dems love repeating lies because they have nothing else. Do you repeat hands up don't shoot too? Probably. ,0, user user user user user user user user user user user user keep telling lie ppl belong antifakkk supporting supporting statue staying goingdems love repeating lie nothing else repeat hand dont shoot probably 
6877,@user Sweet Lawd she is beautiful ,0, user sweet lawd beautiful 
6878,@user Andrew .... what is your position on gun control in Canada ? ,0, user andrew  position gun control canada  
6879,"@user your lord and master... blah blah blah"""" Liberals are so over the top dramatic about everything😆 ",0, user lord master blah blah blah liberal top dramatic everything 
6880,@user There’s false reports of an antifa professor who was assaulted 36 ish (she can’t quite recall) years ago by an upstanding SCOTUS nominee. You should look into that. ,0, user there false report antifa professor assaulted  ish cant quite recall year ago upstanding scotus nominee look 
6881,@user @user What does Juan contribute on Fox? We all know which side of the fence he plays on. Pretty much know what he is going 2 say. Listening 2 him is like watching paint dry. I have better thgs 2 do😠🤢 ,1, user user juan contribute fox know side fence play pretty much know going  say listening  like watching paint dry better thgs  
6882,@user He is normalizing @user ,0, user normalizing user 
6883,@user @user He is with her. Trust that Jesus has her in the Palm of His Hand. #JesusITrustInYou Bless you! ,0, user user trust jesus palm hand jesusitrustinyou bless 
6884,@user @user Nonsense. Ford is doing what he campaign on. And he is doing a damn fine job. It good to see a politician keep his promises push things thru and get the done. The Conservative party has plenty of depth and is representing Ontarians quite well. ,0, user user nonsense ford campaign damn fine job good see politician keep promise push thing thru get done conservative party plenty depth representing ontarians quite well 
6885,@user @user live dangerously ,0, user user live dangerously 
6886,@user Beautiful booty!!! ,0, user beautiful booty 
6887,@user Wonder if this will be left biased.. never trust a state broadcaster or brainwash kids from the Liberals ,0, user wonder left biased never trust state broadcaster brainwash kid liberal 
6888,@user YOU!!! Need to leave a lot of shit in the past lol this tweet is literally made for you ,1, user need leave lot shit past lol tweet literally made 
6889,"Salesforce Billionaire Marc Benioff Buys Time for $190 Million""""  #TCOT #MAGA #RedNationRising"""" ",0, salesforce billionaire marc benioff buy time  million  tcot maga rednationrising 
6890,@user He is Jesus ,0, user jesus 
6891,@user Lol I'm sure Paul manipulated people last season and we called them followers cuz they saw the threat and didn't do anything..Kind of what Kaycee &amp; Angeela are doing this season..They both wanna take Tyler all the way knowing how much of a final 2 threat he is..That's following ,0, user lol im sure paul manipulated people last season called follower cuz saw threat didnt anythingkind kaycee amp angeela seasonthey wanna take tyler way knowing much final  threat isthats following 
6892,"@user @user She's right, she's not one of,"""" she is """"the one and only."""""""" ",0, user user shes right shes one one 
6893,@user @user Such a cool Synchronicity..it def made my day!  Just released a thread w/exactly this concept.  #DeutscheBank connection is undoubtedly the pivot point..&amp; #Mueller has a crack squad of financial forensics experts on his team w/VAST DB $$-laundering knowledge.  Subpoena #Kavanaugh ,0, user user cool synchronicityit def made day  released thread wexactly concept  deutschebank connection undoubtedly pivot pointamp mueller crack squad financial forensics expert team wvast db laundering knowledge  subpoena kavanaugh 
6894,@user @user @user @user He forgot to tell you that during slavery the Democrats were conservatives ,0, user user user user forgot tell slavery democrat conservative 
6895,@user Conservatives try to get votes by promoting freedom and getting government out of your lives.  Deep state Dems try to get votes by triggering mass shootings and scaring people into voting to have their right to actually defend themselves taken away. ,0, user conservative try get vote promoting freedom getting government life  deep state dems try get vote triggering mass shooting scaring people voting right actually defend taken away 
6896,@user Big if true lol ,0, user big true lol 
6897,I wonder if any of the MAGA people that try to follow me are hoping to maybe get better knowledge or maybe they want to change. And then I go and block them. Maybe that’s why they never change. 🤷‍♂️ ,0, wonder maga people try follow hoping maybe get better knowledge maybe want change go block maybe thats never change  
6898,@user BACK OFFF HE IS MY BEAN ,0, user back offf bean 
6899,@user @user yeah keep mocking her right into a yes vote ,1, user user yeah keep mocking right yes vote 
6900,@user Hey Serena...don’t do me any favors.  Women can take care of themselves.  Just hit your tennis balls and take care of your family. ,0, user hey serenadont favor  woman take care  hit tennis ball take care family 
6901,@user @user @user He will blame it on the fact that he is Hispanic of course. ,1, user user user blame fact hispanic course 
6902,@user @user @user @user That makes no sense. Try again. #MAGA🍄 ,0, user user user user make sense try maga 
6903,@user @user Ik what other rappers think of him. But only cause he is anti-drug and honestly I think his music is good. ,0, user user ik rapper think cause antidrug honestly think music good 
6904,..ya commie pinko...#MAGA ,0, ya commie pinkomaga 
6905,@user Please shut up Ontario is seeing what conservatives stand for @user is not helping you loose this province your never going anywhere.. Not they you will any way your completely out of tune with Canadian Mr. Harper oops I mean Mr. Scheer common mistake you so much alike. ,0, user please shut ontario seeing conservative stand user helping loose province never going anywhere way completely tune canadian mr harper oops mean mr scheer common mistake much alike 
6906,@user @user Wishing you even more success in the future brave @user you are really a true ambassador of Pakistan. bless you @user thank you. ,0, user user wishing even success future brave user really true ambassador pakistan bless user thank 
6907,@user How much you want to bet they spent these months staging this whole thing.  Then announce the week of the voting so they could call for a delay just like they did an hour ago.  Waiting to win in Nov to Stop it  #GET OUT TO VOTE #conservatives #MAGA ,0, user much want bet spent month staging whole thing  announce week voting could call delay like hour ago  waiting win nov stop  get vote conservative maga 
6908,@user @user Interesting.... somehow the local liberal government has no responsibility in taking care of the local people. ,0, user user interesting somehow local liberal government responsibility taking care local people 
6909,@user @user @user So have the conservatives accepted the antisemitism definition yet?.. ,0, user user user conservative accepted antisemitism definition yet 
6910,@user He is mocking non-victims claiming victim hood. ,0, user mocking nonvictims claiming victim hood 
6911,@user @user @user @user uses rehab as a place to escape when she’s in trouble. She makes jokes of her situation. She should be in jail for assaulting a police officer and threatening to kill him. She is classless. She should leave with boring Carole. ,1, user user user user us rehab place escape shes trouble make joke situation jail assaulting police officer threatening kill classless leave boring carole 
6912,@user Literally Sam is quitting smoking mid competition and obviously having some mood swings from it. She is a fantastic human being and you’re portraying her as shit and portraying JC as a cute little dude when he groped Tyler in his sleep. Shame. ,1, user literally sam quitting smoking mid competition obviously mood swing fantastic human youre portraying shit portraying jc cute little dude groped tyler sleep shame 
6913,@user @user @user #SimonSays Jack Viney eats bricks for breakfast 👊  Favourite moment of the game was Melkshams colossal celebration. He is one of our heart and soul players. ,0, user user user simonsays jack viney eats brick breakfast   favourite moment game melkshams colossal celebration one heart soul player 
6914,@user He is an evil godless man. ,1, user evil godless man 
6915,@user @user is just trying to make good with his libnut elitist Hollywood degenerates after the roasted him in the media for questioning vaccine safety. ,0, user user trying make good libnut elitist hollywood degenerate roasted medium questioning vaccine safety 
6916,@user @user @user @user is anti-gop. He is part of the “Trump Party” and he is hoping for a pardon for ripping off hard working Americans. ,1, user user user user antigop part trump party hoping pardon ripping hard working american 
6917,@user He just doesn’t fit the team now. Agholor should stay in the slot because that’s where he is successful. JMatt is not an outside threat. ,1, user doesnt fit team agholor stay slot thats successful jmatt outside threat 
6918,"@user i think she and her team imagined it all and now she is a victim in hiding from her abuser"""". Kavanaugh and his family, friends ever imagined it, never."""" ",0, user think team imagined victim hiding abuser kavanaugh family friend ever imagined never 
6919,6 Reasons Your Right-Wing Friend Isn’t Budging On Gun Control ,1,  reason rightwing friend isnt budging gun control 
6920,@user @user @user That does not change the fact that Muslim Linda Sarsour deliberately sows hate and division. She is a fraud who pretends to support women's rights. Does she protest Islam's discrimination of women. NO. ,1, user user user change fact muslim linda sarsour deliberately sow hate division fraud pretend support woman right protest islam discrimination woman 
6921,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user She's not who she claims she is. That's the logical (and humanitarian) explanation. ,0, user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user shes claim thats logical humanitarian explanation 
6922,"@user @user please provide links to huge budget deficits""""?..while you are looking..tell us why Harpers deficits were good but you take issue with PMJT lower deficits..take your time..no hurry.."""" ",0, user user please provide link huge budget deficitswhile lookingtell u harper deficit good take issue pmjt lower deficitstake timeno hurry 
6923,@user @user She is such a disgusting hypocrite! ,1, user user disgusting hypocrite 
6924,@user @user @user @user @user Excellent timing! ,0, user user user user user excellent timing 
6925,@user @user @user @user @user @user @user @user @user Cheers; appreciated. ,0, user user user user user user user user user cheer appreciated 
6926,@user @user Yes!!!! Antifa too!!!! ,0, user user yes antifa 
6927,@user Star tv ,1, user star tv 
6928,@user @user Umm she is a reporter asking a question. The Senator is acting like a baby. Is this really what adults act like? Shame on you CBS. Shame. ,1, user user umm reporter asking question senator acting like baby really adult act like shame cbs shame 
6929,"@user No longer on guard, Marie smiles warmly. Merci. I love when I am compared to my father. I look up to him in many ways."""" She looks down for a moment and then back up. """"He is also my sire. Unless you already figured that out."""" She laughs softly.   Marie beams at the question. +"""" ",0, user longer guard marie smile warmly merci love compared father look many way look moment back also sire unless already figured laugh softly   marie beam question  
6930,@user @user @user Sure. Whatever you say random dude. Last time I checked having a negative opinion of a media company doesn’t make you Antifa. But congratulations on dumbest fucking thing I’ve heard today👍 ,0, user user user sure whatever say random dude last time checked negative opinion medium company doesnt make antifa congratulation dumbest fucking thing ive heard today 
6931,@user I don't know who she is. ,0, user dont know 
6932,@user Oh my Carmen. He is SO FRICKING CUTE ,1, user oh carmen fricking cute 
6933,@user @user Only cares about herself and how she looks doing it ,0, user user care look 
6934,@user But I thought California had gun control ,1, user thought california gun control 
6935,@user @user But the President.  He is that BAD! ,1, user user president  bad 
6936,TRYING TO HIDE ALL THE EVIDENCE 😂😎✍👀 #MAGA #QANON #TRUMP #WWG1WGA #QARMY #QALERT #MAGAFORALLINC  🤔 #TOOLATE😎 👇 ,0, trying hide evidence  maga qanon trump wwgwga qarmy qalert magaforallinc   toolate  
6937,@user You are not alone with that :( ,0, user alone  
6938,@user @user It's a pretty awesome movement. Imagine if all men's rights wanktavists just fucked off to the woods and spared everyone their bullshit? There'd be fewer abusuve relationships and messed up kids. The sooner all the men like that go their own way into the fucking sea the better. ,1, user user pretty awesome movement imagine men right wanktavists fucked wood spared everyone bullshit thered fewer abusuve relationship messed kid sooner men like go way fucking sea better 
6939,"@user @user @user @user This is great! Mark The Great One"""" Levin and Candace """"The Great"""" Owens together! This team is unbeatable! They just sent liberals into a frenzy again! A whole block of liberal voters just had their heads explode! And...sadly, Alyssa Milano just wet her pants again! Great team!"""" ",1, user user user user great mark great one levin candace great owen together team unbeatable sent liberal frenzy whole block liberal voter head explode andsadly alyssa milano wet pant great team 
6940,"@user @user @user @user @user And a whole lot more deadly than bump stock"""":  ",0, user user user user user whole lot deadly bump stock  
6941,@user He is now full Oompa Loompa ,0, user full oompa loompa 
6942,@user Playing dirty is the only way liberals can win at this point.  They are shameless. ,1, user playing dirty way liberal win point  shameless 
6943,@user @user @user @user @user @user @user @user @user @user @user Man...can't believe we've lost these 2 as of recently. 2 most Iconic actors of the 70s. ,0, user user user user user user user user user user user mancant believe weve lost  recently  iconic actor 
6944,@user Awesome Agree Yeah man Preach Wait... what did i just read? Oh shit ,1, user awesome agree yeah man preach wait read oh shit 
6945,@user Says the man with 18% favorability and won't win so he is retiring!🤣 ,0, user say man  favorability wont win retiring 
6946,#Trump was walking towards a crowd excited to see him. He was reciprocating the love. That moment was about the reception not 911. It was genuine and honest. Barack is nothing more than an actor who fakes crocodile tears to call for gun control. ,1, trump walking towards crowd excited see reciprocating love moment reception  genuine honest barack nothing actor fake crocodile tear call gun control 
6947,#VA10 voters will not accept a Congresswoman who stands with the NRA as shooting after shooting devastates communities across the country. We need common sense gun safety laws and we need them now. ,0, va voter accept congresswoman stand nra shooting shooting devastates community across country need common sense gun safety law need 
6948,@user Haha I doubt that! ,0, user haha doubt 
6949,#GOP #Republicans #Conservatives are now proven Male Chauvinistic Pigs  Why any women would #Vote for them is astonishing.  #Kavanaugh ,0, gop republican conservative proven male chauvinistic pig  woman would vote astonishing  kavanaugh 
6950,@user @user The hell with the liberals. Move them all to California and build a wall on the east border ,1, user user hell liberal move california build wall east border 
6951,@user @user You know it's a good tyr impression when there's a fat typo in it ,0, user user know good tyr impression there fat typo 
6952,@user @user Antifa aren't fascist   They're terrorist ,1, user user antifa arent fascist   theyre terrorist 
6953,@user It also goes to show that all those so called news people that laughed at you are now eating crow. How wonderful it is to watch the looney liberals squirm around like worms drowning in sunshine. ,1, user also go show called news people laughed eating crow wonderful watch looney liberal squirm around like worm drowning sunshine 
6954,@user he is ,0, user 
6955,@user @user Who the hell do you think you are little Eddie ,1, user user hell think little eddie 
6956,@user BITCH I TOOK FOUR YEARS TOO JDKDKDD ,1, user bitch took four year jdkdkdd 
6957,@user @user Just like gun control will not keep guns from the hands of criminals.... ,1, user user like gun control keep gun hand criminal 
6958,#Tories #Labour #GE2017 #Conservatives Conservatives 🌟: There are over 3 million more people in work with the security of a regular pay packet since 2010.  See how it's changed in your area ➡️ ,0, tory labour ge conservative conservative   million people work security regular pay packet since   see changed area  
6959,"@user @user @user Listened"""". They don't give a shit about what the fans think. All they're doing is counting their Fox money."""" ",1, user user user listened dont give shit fan think theyre counting fox money 
6960,@user From your lips to God’s ears Antonio. I will do my part. Let’s hope all Conservatives do their part. And stay vigilant at the polls. Dems are desperate. There WILL be fraud. ,1, user lip god ear antonio part let hope conservative part stay vigilant poll dems desperate fraud 
6961,"@user @user I think his character rubbed off on my Knight. She is somewhat witty like him, such as when she says I don't need to see you when I can smell you"""" to the Sith on Alderaan. He was a good Master."""" ",0, user user think character rubbed knight somewhat witty like say dont need see smell sith alderaan good master 
6962,@user @user @user @user you are alienating your supporters #disgusted  ,0, user user user user alienating supporter disgusted  
6963,@user @user  Juan Williams just called Diamond and Silk a Minstrel Show. You know what to do! ,0, user user  juan williams called diamond silk minstrel show know 
6964,@user Banned the NFL ,0, user banned nfl 
6965,@user Strange how Gun Control never works Criminals will never obey laws I am my own #FirstResponder ,0, user strange gun control never work criminal never obey law firstresponder 
6966,North Korea is being dealt with! NSA hackers have targeted my determined friend (Kim Sonnuva-Gun)'s computers with a virus that prevents you from killing any active process until it runs to completion: no quitters allowed #MAGA ,0, north korea dealt nsa hacker targeted determined friend kim sonnuvaguns computer virus prevents killing active process run completion quitter allowed maga 
6967,@user @user Or he raised a hand. SMH ,0, user user raised hand smh 
6968,@user Only got Woman anatomy model and connect crewneck 😩😩😩 ,0, user got woman anatomy model connect crewneck  
6969,@user I am a strong supporter of @user I believe he is the only President to live up to campaign promises. BUT TO SET THE RECORD STRAIGHT HE SHOULD CLARIFY HIS COMMENTS REGARDING DEATHS IN PUERTO RICO. IT SHOULD BE ON TWITTER FOR ALL PEOPLE TO READ. ,0, user strong supporter user believe president live campaign promise set record straight clarify comment regarding death puerto rico twitter people read 
6970,@user @user He is not good in Debate but very good in Dancing Competition. ,0, user user good debate good dancing competition 
6971,@user Everyone in Washington including John Heinz is being uncovered as the corrupt elites they are...Like cockroaches running from the light. ,1, user everyone washington including john heinz uncovered corrupt elite arelike cockroach running light 
6972,@user @user Those that do not respect the Constitution need to be driven out of office.  #VoteDemsOut #VoteRed2018   #TheRainMakers #QAnon #MAGA #WWG1WGA ,0, user user respect constitution need driven office  votedemsout votered   therainmakers qanon maga wwgwga 
6973,5 slain in Southern California shootings; gunman kills self (from @user Another mass shooting.   When will we learn that it’s past time to do something about gun control? ,0,  slain southern california shooting gunman kill self user another mass shooting   learn past time something gun control 
6974,@user @user Man I’m glad I can make y’all’s day. I just be saying stupid shit on the fly. I ain’t trying I’m just dumb lmao ,1, user user man im glad make yalls day saying stupid shit fly aint trying im dumb lmao 
6975,@user Monte... who fuckin knows at this point ,1, user monte fuckin know point 
6976,@user I’m doing really good thank you ☺️ I hope you are well too. 💙🙏🏼 Be Blessed beautiful friend 🌹 🌅 ,0, user im really good thank  hope well  blessed beautiful friend   
6977,@user Can I take you to lunch when you are in Germany?! #beauty ,0, user take lunch germany beauty 
6978,@user @user @user So pointing a toy gun at armed police is part of the libs gun control strategy? ,0, user user user pointing toy gun armed police part libs gun control strategy 
6979,"@user Ms Weaver is incorrect. Not once that I am aware, has any informed person who advocates gun control said they want to take away all weapons. Semi autos, yes. Better registration, yes. Better background checks, yes. Ms Weaver appears to bend"""" the truth to create fear &amp; chaos."""" ",0, user m weaver incorrect aware informed person advocate gun control said want take away weapon semi auto yes better registration yes better background check yes m weaver appears bend truth create fear amp chaos 
6980,"@user How about he start some get informed"""" classes for his uninformed players."""" ",0, user start get informed class uninformed player 
6981,@user Yoongi you are the father!!! 😂 ,0, user yoongi father  
6982,@user BURN  your Nike gear.  Everyone I know is done buying Nike.  Oops. Conservatives are the ones buying from Nike.  After all we r the ones making the money  There’s way way more of us    🖕Nike ,0, user burn  nike gear  everyone know done buying nike  oops conservative one buying nike  r one making money  there way way u    nike 
6983,@user @user WHOS  SICK  OF  INTITLED   RACISTS? ,1, user user who  sick   intitled   racist 
6984,@user @user Doug Flutie would be proud. ,0, user user doug flutie would proud 
6985,@user  Please call the vote.   We #conservatives also vote in November. ,0, user  please call vote   conservative also vote november 
6986,@user @user You are correct the one LRT line doesn't but the overall plan does. Transit plans need to start some where usually with a back bone line that you can expand upon and tie into other parts. Why not start with a heavily used corridor funded by the ONT government? ,0, user user correct one lrt line doesnt overall plan transit plan need start usually back bone line expand upon tie part start heavily used corridor funded ont government 
6987,@user Why is she under the white hot spotlight?...SHE IS the victim of this Trump like abusive animal... #StopKavanaughNow ,1, user white hot spotlightshe victim trump like abusive animal stopkavanaughnow 
6988,@user God help us all if she is ,0, user god help u 
6989,@user How do you know she is not credible? ,0, user know credible 
6990,@user Voting against the progressive agenda. That means GOP control of the Senate as a must. Hopefully the house. And conservatives at the local level to keep progressive agenda out of the public schools. ,0, user voting progressive agenda mean gop control senate must hopefully house conservative local level keep progressive agenda public school 
6991,@user @user @user @user Somehow I doubt that statistic you just made up in your head. ,1, user user user user somehow doubt statistic made head 
6992,@user He represents the same 1% all other conservatives represent. ,0, user represents  conservative represent 
6993,@user @user In 2010 the Conservatives cut annual funding to build social housing by £2.5bn. Today Theresa May announced an extra £2bn to build social housing.... spread over the next 10 years! So by 2028 it’ll be a £33bn cut since 2010 instead of £35bn. No wonder there’s a housing crisis 🧐 ,0, user user  conservative cut annual funding build social housing bn today theresa may announced extra bn build social housing spread next  year  itll bn cut since  instead bn wonder there housing crisis  
6994,@user @user @user @user Like no one has ever crossed the floor to the liberals. #Hypocrite ,0, user user user user like one ever crossed floor liberal hypocrite 
6995,@user @user Wait what??? The conservatives actually showed a little sign of respect?  That’s a first. ,0, user user wait conservative actually showed little sign respect  thats first 
6996,@user @user she is getting death threats....can you go and be a shield for her so you don’t have to wait? ,1, user user getting death threatscan go shield dont wait 
6997,@user Spoiler Alert : This episode has a hidden agenda to promote gun control ,1, user spoiler alert  episode hidden agenda promote gun control 
6998,@user @user Ask @user he know the truth hahaha 😊😊 have favoritism person so unfair ,0, user user ask user know truth hahaha  favoritism person unfair 
6999,@user He is in a full blown temper  tantrum over Manafort. ,0, user full blown temper  tantrum manafort 
7000,@user :) drop rn so i can procrastinate more ,0, user  drop rn procrastinate 
7001,@user @user This what’s the matter with #Hollywood and #liberals 🤮 ,0, user user whats matter hollywood liberal  
7002,@user That food you made was so mf good. THANK YOU!! 😭 lol ,0, user food made mf good thank  lol 
7003,@user That shit weird! Lol ,1, user shit weird lol 
7004,@user @user Why do you have to bring race into this the real racist are Democrats and liberals like you. ,1, user user bring race real racist democrat liberal like 
7005,Sorry right wingers 😳😉”Look for a Kaepernick sales 'bump' in Nike's earnings next week” #NikeAd #BoycottNFL #BoycottNike #maga  ,0, sorry right winger look kaepernick sale bump nike earnings next week nikead boycottnfl boycottnike maga  
7006,@user He wants his 5 min of fame. ,1, user want  min fame 
7007,@user @user Ironic then that the women that vouched for Kavanagh aren't vouching for him anymore. Almost like they were originally arranged to vouch for him without knowing his history. Huh. #maga  ,0, user user ironic woman vouched kavanagh arent vouching anymore almost like originally arranged vouch without knowing history huh maga  
7008,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Thank you Laura for bringing President Trump supporters together!  Following all #MAGA Patriots! ,0, user user user user user user user user user user user user user user user user user user thank laura bringing president trump supporter together  following maga patriot 
7009,@user @user @user @user I will be over there to visit her tomorrow!! She is awesome!! ,0, user user user user visit tomorrow awesome 
7010,@user @user At least you got to experience the 90s though. These 90s and 2000s born missed out on a great decade. It's been an increasingly worse shit show since lol ,1, user user least got experience though born missed great decade increasingly worse shit show since lol 
7011,@user @user No way does John Lewis have to apologize to anyone he is a hero ❤️❤️ ,0, user user way john lewis apologize anyone hero  
7012,@user Democratic always use race to divide Americans.   Conservatives done see color   The Democrats only see color  Discussing ,1, user democratic always use race divide american   conservative done see color   democrat see color  discussing 
7013,@user @user Time will tell. Not the type to jump on the lefty bandwagon and demonize someone until they have had a fair chance. His policies will either be a huge failure like the liberals and result in losing the next election or they will be a success and ontario will dig out of the hole ,1, user user time tell type jump lefty bandwagon demonize someone fair chance policy either huge failure like liberal result losing next election success ontario dig hole 
7014,"@user @user Great book by Leo Zagami, Pope Francis, the Last Pope?"""" details the breathtaking corruption and evil forces that have been controlling the Vatican for decades."""" ",1, user user great book leo zagami pope francis last pope detail breathtaking corruption evil force controlling vatican decade 
7015,@user @user Phil is right socialists are the new fascists like antifa. Thanks to soros ,0, user user phil right socialist new fascist like antifa thanks soros 
7016,@user Embarrassing for the liberals....I wonder who those women raped in school🙄 ,1, user embarrassing liberalsi wonder woman raped school 
7017,@user @user @user He's one of those types who has no time (he's a senior partner at a law firm). The issues don't prevent him from driving the vehicle. They're simply annoying. But I do believe that he is taking the car in next month. ,0, user user user he one type time he senior partner law firm issue dont prevent driving vehicle theyre simply annoying believe taking car next month 
7018,@user @user @user @user @user Live in Canada.  Already have great gun control plus a low homicide rate(coincidence?) Thanks for the advice though. ,0, user user user user user live canada  already great gun control plus low homicide ratecoincidence thanks advice though 
7019,@user @user The fact that Newsweek no longer tries to give both sides of the story but instead only gives the side of #Antifa far left liberals and their gods in the #DeepStatePanic   Take a look at Newsweek’s circulation they don’t even have enough readers to put out a print edition anymore ,1, user user fact newsweek longer try give side story instead give side antifa far left liberal god deepstatepanic   take look newsweeks circulation dont even enough reader put print edition anymore 
7020,@user @user @user if she were a true Krishn bhakt she wouldn't even care about presence or absence of such laws... she would be above such issues... a typical Chandigarh mentality of one up manship she is caged in... call her anything but Krishn bhakt.. like who cares about what she is doing ... ,1, user user user true krishn bhakt wouldnt even care presence absence law would issue typical chandigarh mentality one manship caged call anything krishn bhakt like care  
7021,"@user She is saying Ben, Ben, when the hell are you going to do something more than just tweet crap about djt?"""""""" ",1, user saying ben ben hell going something tweet crap djt 
7022,@user #MAGA aint gonna like that ,0, user maga aint gonna like 
7023,"US Places 33 Alleged Russian Spies And Military Officials On Sanctions Blacklist""""  #TCOT #MAGA #RedNationRising"""" ",0, u place  alleged russian spy military official sanction blacklist  tcot maga rednationrising 
7024,@user I’ll be watching! I feel like it’s less of a ‘by the end of this everyone will stan Jake Paul’ and more of a ‘analyzing what makes Jake Paul the way that he is and trying to understand him psychologically’ ,0, user ill watching feel like le end everyone stan jake paul analyzing make jake paul way trying understand psychologically 
7025,@user @user That’s funny I don’t care who you are ,0, user user thats funny dont care 
7026,@user @user Twitter will be banning a lot more conservatives or anyone that speaks out about the Dems or Liberals. Closer to the elections ,1, user user twitter banning lot conservative anyone speaks dems liberal closer election 
7027,@user @user Liberals Demonuts will never learn. Conservatives always will find the Truth and blow their whole story. ,0, user user liberal demonuts never learn conservative always find truth blow whole story 
7028,"1/ Here's @user as quoted by @user factually incorrect on no less than 6 counts: Trump is raising taxes not just on Democrats, he’s raising taxes on  Democrats &amp; Republican &amp; independents &amp; conservatives &amp; short people &amp; tall people."""""""" ",0,  here user quoted user factually incorrect le  count trump raising tax democrat he raising tax  democrat amp republican amp independent amp conservative amp short people amp tall people 
7029,@user It's a red zone with no TDs. ,0, user red zone tds 
7030,@user Smearing Supreme Court Justices now?   What's next for the ultra-left nazis liberals. ,0, user smearing supreme court justice   whats next ultraleft nazi liberal 
7031,@user only the real ones . ,0, user real one  
7032,@user @user @user Conservatives have never cared about women or minorities. ,0, user user user conservative never cared woman minority 
7033,@user It’s ok to accuse a person of a sex crime 30 years after it happened for the use of obstructing a hearing for a Supreme Court Justice. you liberals have totally gone batshit crazy. You will not slow down anything.. this November will show you that radical behavior does not work. ,0, user ok accuse person sex crime  year happened use obstructing hearing supreme court justice liberal totally gone batshit crazy slow anything november show radical behavior work 
7034,@user Wanted to be sure you saw the latest from conspiracy theorist Devin Nunes: ,0, user wanted sure saw latest conspiracy theorist devin nunes 
7035,@user Holder belongs in jail. ,0, user holder belongs jail 
7036,@user @user It’s funny what you conservatives consider “facts” ,0, user user funny conservative consider fact 
7037,@user All those fund raising dinner party's with oligarchs and their stories of ripping the old Soviet Union to pieces for their own personal gain was a light bulb moment for many @user . #Brexit will be a very lucrative endeavor for most of them. ,0, user fund raising dinner party oligarch story ripping old soviet union piece personal gain light bulb moment many user  brexit lucrative endeavor 
7038,@user Desperate! @user will do whatever it takes to stay relevant even if it means jumping on the hate train! #HasBeen ,0, user desperate user whatever take stay relevant even mean jumping hate train hasbeen 
7039,@user Course in treachery 🤑 ,0, user course treachery  
7040,@user Democ Rats are pulling the Anita Hill trick to derail the Judge Kavanaugh confirmation. It will not work! Get over @user triumph. You communists will not destroy the USA #MAGA ,1, user democ rat pulling anita hill trick derail judge kavanaugh confirmation work get user triumph communist destroy usa maga 
7041,@user @user @user I have to thank the creator for finding me a bigger list of people to follow.  Perhaps now this person can do a search on ANTIFA and other Communists infecting youth. ,0, user user user thank creator finding bigger list people follow  perhaps person search antifa communist infecting youth 
7042,@user This is just disgusting. But it sounds like you are absolutely right. I do think that even liberals are starting to realize this is all a political game. ,1, user disgusting sound like absolutely right think even liberal starting realize political game 
