Text,Label,Clean Text
"Green tried to prevent a plane from leaving w-migrant to be deported on board. Unlike in Sweden, the activist was promptly arrested &amp; the plane departed.Finland took action to control events instead of allowing “activists” to control them.#Visegrad #V4 ",0, green tried prevent plane leaving wmigrant deported board unlike sweden activist promptly arrested amp plane departedfinland took action control event instead allowing activist control themvisegrad v 
Today's immigrants are tomorrow's Irish @user @user @user ,0, today immigrant tomorrow irish user user user 
Watch: Pakistani migrant sits next to a Swedish woman and starts harassing her for no reason - Free Speech Time - @user ,0, watch pakistani migrant sits next swedish woman start harassing reason  free speech time  user 
"What's the difference between your wife and your job? After 5 years, your job still sucks ",0, whats difference wife job  year job still suck 
We must continue lifting our voices for a moral and compassionate immigration system that does not criminalize asylum seekers or rip children from their families. #FamiliesBelongTogether. ,0, must continue lifting voice moral compassionate immigration system criminalize asylum seeker rip child family familiesbelongtogether 
'this bitch won't stop riding his dick' LMFAO ,1, bitch wont stop riding dick lmfao 
Corporate whore meets confident slut. Wants & desires here @user ,1, corporate whore meet confident slut want  desire user 
"Our latest story about Chicago's shelters for immigrant children -- with important, disturbing new information --  is now up in Spanish. And you can read it here in English, too:    ",0, latest story chicago shelter immigrant child  important disturbing new information   spanish read english    
Talent- Making people feel way more comfortable with me than they should be ,1, talent making people feel way comfortable 
Apparently 'fuck off and die you stupid cunt' with no prior engagement is within twitter rules. I bet @user would disagree if i tweeted that ,0, apparently fuck die stupid cunt prior engagement within twitter rule bet user would disagree tweeted 
Kanye got the whole family dressin like the trashy whores they are ,0, kanye got whole family dressin like trashy whore 
Police officer and her family infected with highly contagious skin disease at Spanish migrant shelter ,0, police officer family infected highly contagious skin disease spanish migrant shelter 
fuck cunts tellin ppl w strtched ears that theyll 'learn from their mistakes' BITCH IT AINT A MISTAKE IF THEY FEEL BEAUTIFUL DOING IT FUCKU ,0, fuck cunt tellin ppl w strtched ear theyll learn mistake bitch aint mistake feel beautiful fucku 
"Democrats claim I need more diversity and hate immigrants. My immigrant friends from Ukraine, Belarus and Cuba all say Democrats promote the socialism  that they immigrated  to escape. Hmmm. Who knows best?  Survivors of socialism or the people who openly hate me and my country? ",1, democrat claim need diversity hate immigrant immigrant friend ukraine belarus cuba say democrat promote socialism  immigrated  escape hmmm know best  survivor socialism people openly hate country 
"Drake- I love you, we should date Rihanna the savage- ",0, drake love date rihanna savage 
"Ima make her h20, out her pussy hole ",1, ima make h pussy hole 
"Looked at pictures from America 1940s wondering what the hell happened to my country ðŸ˜¥ðŸ‡ºðŸ‡¸. Women use to be classy, LGBT degeneracy was bashed, immigration was only prowhite, white men fought for us, women respected the patriarchy, traditionalism was promoted. We need to #MAGA ",0, looked picture america wondering hell happened country  woman use classy lgbt degeneracy bashed immigration prowhite white men fought u woman respected patriarchy traditionalism promoted need maga 
"On 8/5, @user greeted community leaders at the Pakistani Independence Parade. The well-being of our immigrant communities is essential to the economic, social &amp; cultural fabric of NYC. To be a NYer is to be prideful of the diversity found in the greatest city in the world. ",0,  user greeted community leader pakistani independence parade wellbeing immigrant community essential economic social amp cultural fabric nyc nyer prideful diversity found greatest city world 
Tory's true colours shining through as he rehires alt-right talking campaign manager Nick Kouvalis. ,1, tory true colour shining rehires altright talking campaign manager nick kouvalis 
Shoutout to all the ladies that fuck with their vaginas and not their emotions... You bitches are my fucking favorite ,0, shoutout lady fuck vagina emotion bitch fucking favorite 
"Bitches had me spending a night in jail, bitch you finna spend a night in the hospital on Lzzzzzzzz 😂😂💯💯💯💯💯💯 ",0, bitch spending night jail bitch finna spend night hospital lzzzzzzzz  
#Libyan Coast Guard Takes 611 Migrants Back to AfricaBUT:A spokesman for the Council of Europe stated that “no European ship can bring migrants back to Libya because it is contrary to our principles” - which are:to #DestroyEurope w/ #MuslimInvasionhttps://t.co/IcX7qyS5wn ,0, libyan coast guard take  migrant back africabuta spokesman council europe stated european ship bring migrant back libya contrary principle  areto destroyeurope w musliminvasionhttpstcoicxqyswn 
"about to tell him to get out of our house, hes so fucking racist, he thinks mumble rap, and calling a girl a skank, or someone f*g is cool. ",1, tell get house he fucking racist think mumble rap calling girl skank someone fg cool 
Hundreds of african and muslim migrants are INVADING Europe. The nations our ancestors built for us. Keep Europeans in prayer ðŸ™ðŸ» ,1, hundred african muslim migrant invading europe nation ancestor built u keep european prayer  
"@user Its the muslins, you can't object to rape in Islam, to do so is to insult Muhammed. ",0, user muslin cant object rape islam insult muhammed 
"Dumbest user on twitter so far! Equates  not letting someone into the country illegally, to gassing Jews!&#x1f602;  #Buildthewall #BuildThatWall  #MeritBasedImmigration #DeportThemAll #DeportAllIllegals #FridayMotivation ",0, dumbest user twitter far equates  letting someone country illegally gassing jewsxf  buildthewall buildthatwall  meritbasedimmigration deportthemall deportallillegals fridaymotivation 
A look at Houston's growing immigrant population: #GlobalCities #Missions ,1, look houston growing immigrant population globalcities mission 
Ok not all men must leave me alone! Just some annoying ones. If I'm interested in you you will know. ,0, ok men must leave alone annoying one im interested know 
"RT @user i personally think that men who beat women are cowards and men who rape women are stupid and full of scum, both were not rai… ",1, rt user personally think men beat woman coward men rape woman stupid full scum rai 
@user Cause you a pimp and pimps forget ,0, user cause pimp pimp forget 
"@user @user not all men are bad, but you certainly are ",0, user user men bad certainly 
"Outcry Over #Immigration Policy is About Politics, Not Reality  #NoBanNoWall #Trump #MAGA #RedNationRising via @user ",1, outcry immigration policy politics reality  nobannowall trump maga rednationrising via user 
@user Hello??     Stop groping my nation.Schneider:  current migrant crisis “represents a plan orchestrated and  prepared for  a long time by international powers to radically alter  Christian and  national identity of European peoples.”http ,0, user hello     stop groping nationschneider  current migrant crisis represents plan orchestrated  prepared  long time international power radically alter  christian  national identity european peopleshttp 
@user Name 1 islamic cunt -ree where muslim women can marry a non -muslim? now don't say u r only concerned about India. #LoveJihad ,0, user name  islamic cunt ree muslim woman marry non muslim dont say u r concerned india lovejihad 
"‘žMoscow is pressuring West into fixing the country (Syria) broken by Russia, Iran,and their client Assad regime.It is a form of blackmail: either lavish reconstruction funding on the regime or refugees won’t go home &amp; there may be more of them arriving” ",0, moscow pressuring west fixing country syria broken russia iranand client assad regimeit form blackmail either lavish reconstruction funding regime refugee wont go home amp may arriving 
"Both are dopes, who cares who wins the ""Most Hysterical Women"" award? Give it both they both worked hard for it and they both deserve it. ",1, dope care win hysterical woman award give worked hard deserve 
@user But a women cheats and parties? She a hoe leave her ass. The double standard....amazing ,0, user woman cheat party hoe leave as double standardamazing 
@user @user Delete these tweets you cringey cunt ,0, user user delete tweet cringey cunt 
"@user we're not just objects that entertain you, we have feelings too! #YesAllMen ",1, user object entertain feeling yesallmen 
"@user @user @user I can't help suspecting it's deliberate. If we women are hysterical, conf… ",1, user user user cant help suspecting deliberate woman hysterical conf 
"500,000+ South Koreans Sign Petition Opposing Muslim Immigration. Are they racist white supremacists too? ",0,  south korean sign petition opposing muslim immigration racist white supremacist 
"OK, if you are a refugee from someplace, why are you going back at all? ",0, ok refugee someplace going back 
North Carolina protesters decry Trump immigration policy ,0, north carolina protester decry trump immigration policy 
@user And some hysterical Dem woman actually tried to defend the ad on @user Dem desperation. Fac… ,1, user hysterical dem woman actually tried defend ad user dem desperation fac 
Finland: Poor refugees Locked In Cage after it turned out they were members of ISIS - Free Speech Time - @user ,0, finland poor refugee locked cage turned member isi  free speech time  user 
"@user Best solution to bring permanent peace in Valley is to encourage migration of Sikhs,Jats&amp;Rajputs to Valley,set up business ",0, user best solution bring permanent peace valley encourage migration sikhsjatsamprajputs valleyset business 
"I'm using @user to search, filter, de-duplicate, and code #Twitter #data. running scrapes on #immigration since 2013... Another day another #realDonaldTrump tweetstorm -- or maybe it's another sort of Storm.  Try it for free for at ",1, im using user search filter deduplicate code twitter data running scrape immigration since  another day another realdonaldtrump tweetstorm  maybe another sort storm  try free 
@user @user Charge Migrant Parents who cross the border with kids or send their kids alone to the cross the border illegally  with child abuse and deport ASAP !  #Trump #MAGA #RedNAtionRising #immigration #Boydott  Red Hen  ,0, user user charge migrant parent cross border kid send kid alone cross border illegally  child abuse deport asap   trump maga rednationrising immigration boydott  red hen  
@user oh but they do. Then they go around and bitch how all women are stupid golddiggers because they went to… ,0, user oh go around bitch woman stupid golddiggers went 
"If most of ur posts r abt how 'hoes', 'sluts', 'thots' or 'bitches' ain't shit, u SIR r a bitch and so is ur weak ass mom & absentee father. ",0, ur post r abt hoe slut thots bitch aint shit u sir r bitch ur weak as mom  absentee father 
DUAL Cunt WHORES 1 &amp; 2 by @user @user ,1, dual cunt whore  amp  user user 
Minnesota mainline churches going the way of the Dodo bird! via @user                        Sad days in Minnestastan... ,1, minnesota mainline church going way dodo bird via user                        sad day minnestastan 
Drowned woman and child and survivor found after Libyan coastguards left them to die on migrant Â… ,0, drowned woman child survivor found libyan coastguard left die migrant  
"Imigrants demand instant housing money schooling resources and still complain Germany and Scandanavain Crime rates go up because of it the only people benefiting from immigrations is those who get jobs in Schools ,courts and other institutions who need interpreters etc taking pee ",0, imigrants demand instant housing money schooling resource still complain germany scandanavain crime rate go people benefiting immigration get job school court institution need interpreter etc taking pee 
When they tell you there's no wifi ,0, tell there wifi 
"How Important is Border Security to you? Vote on a Scale of 10 to 1 HERE and make your wishes known. (10 is Extremely Important, 1 is Not Important at all.)#Border #Security #USA #Mexico #BuildTheWall #NoDACA #DeportThemAll #Immigration #ImmigrationReform #Sovereignty #Vote ",0, important border security vote scale   make wish known  extremely important  important allborder security usa mexico buildthewall nodaca deportthemall immigration immigrationreform sovereignty vote 
@user Build a wall in a yr.  Give illegal immigrants one yr to come forward.  Make it easy for them to stay. In 1 yr crack down. ,0, user build wall yr  give illegal immigrant one yr come forward  make easy stay  yr crack 
International campaign calls for saving Palestinian refugees ,0, international campaign call saving palestinian refugee 
Federal judge says Trump must fully restore DACA  ABOUT TIME FOR DACA TO BE A LEGAL LAW ,1, federal judge say trump must fully restore daca  time daca legal law 
"Trump DID HAVE a plan for the family separation policy: THE PLAN WAS TO DESTROY FAMILIES as a show of lawless cruelty, to demonstrate hatred of immigrant POC. Do not overlook or soft-peddle the intentional animosity! ",0, trump plan family separation policy plan destroy family show lawless cruelty demonstrate hatred immigrant poc overlook softpeddle intentional animosity 
"Idgaf if you want to block my chick acc. I know im a problematic bitch sometimes but WHORE, this acc is really got… ",0, idgaf want block chick acc know im problematic bitch sometimes whore acc really got 
Well FHUTA (my gamertag) was just banned today and its all thanks to @user @user you pussy platoon fucks decided that FHUTA was such a bad fucking word you decided to hide it in the depths of your foreskins. I hope you get ligma and die. P.S. fuck u. ,0, well fhuta gamertag banned today thanks user user pussy platoon fuck decided fhuta bad fucking word decided hide depth foreskin hope get ligma die p fuck u 
Want to know what's really 'problematic' ?? Women freaking out over nothing! #triggered #idiots@ ,0, want know whats really problematic  woman freaking nothing triggered idiot 
@user My new hoe why the whore label im gonna call million dollars whores records labe and get mind ,0, user new hoe whore label im gonna call million dollar whore record labe get mind 
Hey I wouldn't mind a 3 week paid vacation. ,0, hey wouldnt mind  week paid vacation 
#SendThemBack To Their Home Country & to Their Historical Culture in Africa. The #Migrants Appreciate Their #AfricanCulture More Than We Know. @user @user @user @user @user @user ,1, sendthemback home country  historical culture africa migrant appreciate africanculture know user user user user user user 
@user More guts than anyone in the GOP. Hysterical woman quote is so pathetically sexist especially coming from one (jury out on that one). ,1, user gut anyone gop hysterical woman quote pathetically sexist especially coming one jury one 
Clint Eastwood Casts American Real Life Heroes in Next Film… ,0, clint eastwood cast american real life hero nextfilm 
92% of foreign nationals in federal prisons are illegal aliens #SecureTheBorder #StopTheInvasion ,1,  foreign national federal prison illegal alien securetheborder stoptheinvasion 
@user @user Never OK. It's just that women complaining were seen as hysterical or delusional while men were… ,0, user user never ok woman complaining seen hysterical delusional men 
That bitch is a Grade A whore! ,0, bitch grade whore 
U.S. government looking for new places to house detained #immigrant families - follow along as we #FOIA to keep track of the ever-expanding for-profit industry ,1, u government looking new place house detained immigrant family  follow along foia keep track everexpanding forprofit industry 
@user @user String him up to show the message that you will pay for your crimes in a COUNTRY where you are NOT supposed to be in!#BuildThatWall We are losing our legal citizens to those who should not be here in the first place! If they we ,0, user user string show message pay crime country supposed inbuildthatwall losing legal citizen first place 
"Would this, then, stop immigration from southern countries who's people cast votes in our elections without being actual US citizens? ",1, would stop immigration southern country who people cast vote election without actual u citizen 
@user Dear Murty please do not give players new contracts unto the end of the season as they are not worth it you broke your own rules still sign Hardie hes good ,0, user dear murty please give player new contract unto end season worth broke rule still sign hardie he good 
"We need to watch our southern border not only for ""traditional"" illegal immigrants, but for the growing threat of... ",1, need watch southern border traditional illegal immigrant growing threat 
@user shes illegal. She admits it- why is she not deported? Why must we wait until AFTER they maim or kill before you deport?? #NoDACA #DeportThemAll ,0, user shes illegal admits deported must wait maim kill deport nodaca deportthemall 
HAPPY BIRTHDAY YOU SKANK @user ,0, happy birthday skank user 
@user yeah the stupid bitch ,1, user yeah stupid bitch 
@user Garth crooks is a stupid fat Ozil looking cunt ,1, user garth crook stupid fat ozil looking cunt 
@user could you try this on for me? #feminismiscancer ,0, user could try feminismiscancer 
Wasn't this a Harpo Marx comedy routine? ,1, wasnt harpo marx comedy routine 
A legal immigrant that makes perfect sense on this issue! America first for all Americans! If I lived in California I’d vote for this proud American! Best of luck to him succeeding in his stance for... ,0, legal immigrant make perfect sense issue america first american lived california id vote proud american best luck succeeding stance 
AINT LOVING THESE HOES THEY GARBAGE THATS NOT MY BABY LIKE MAURY LIL BITTY BITCH STOP CALLIN ,1, aint loving hoe garbage thats baby like maury lil bitty bitch stop callin 
Me ,0, 
slut - derogatory term for a female who will fuck anyone for free ≠ whore - derogatory term for someone who fucks for money. just sayin. ,0, slut  derogatory term female fuck anyone free  whore  derogatory term someone fuck money sayin 
"Raheem Kasam, “Incredible reports out of Germany about “commandos” foiling a terror plot by a Muslim migrant who had been stockpiling ricin for a shrapnel-packed... ",1, raheem kasam incredible report germany commando foiling terror plot muslim migrant stockpiling ricin shrapnelpacked 
"@user @user @user @user BUILD THE WALL - yesterday was too late for too many Americans. How many yesterdays are going to pass while invaders walk into our country costing us welfare, our schools & colleges, our housing, jobs, ou ",0, user user user user build wall  yesterday late many american many yesterday going pas invader walk country costing u welfare school  college housing job ou 
I need some new Atl hoes for the summer... Where the Atl bitches at ,1, need new atl hoe summer atl bitch 
Will never spend one more dime using @user     rather go by balloon than United Socialist Airlines .. think they would fly combat VET's for free coming home from War.. 😠 ,0, never spend one dime using user     rather go balloon united socialist airline  think would fly combat vet free coming home war  
@user the [clean] version dubs out the line 'such a fucking hoe' for 'such a filthy whore' which i swear 2 god is actually more offensive ,1, user clean version dub line fucking hoe filthy whore swear  god actually offensive 
it's when you get called a cunt 45 times a day for simply existing as a woman who dares to have her own youtube account. ,1, get called cunt  time day simply existing woman dare youtube account 
"@user @user @user NO Thank You! Selling out Americans! Selling US jobs at all levels to ONE country! Stealing visas from other eligible nations. #noHR392Until the US gets our own countrymen back to work & boost our economy, #EndAllVisas H1B H2B ",0, user user user thank selling american selling u job level one country stealing visa eligible nation nohruntil u get countryman back work  boost economy endallvisas hb hb 
"Trump Moving to Strip Palestinians of Refugee Status: Report By Al Jazeera Kushner - allegedly pressed Jordan to strip more than two million Palestinians of their refugee status, so the UNRWA would no longer have to operate there.   ",0, trump moving strip palestinian refugee status report al jazeera kushner  allegedly pressed jordan strip two million palestinian refugee status unrwa would longer operate   
@user How many woman do you think willingly sucked the cock of a Hollywood producer to further their career? ,1, user many woman think willingly sucked cock hollywood producer career 
@user mermaids are women. Therefore they suck and have to be sacrificed #WomenSuck ,1, user mermaid woman therefore suck sacrificed womensuck 
@user @user We needed a counter -balance for the rape apologists now? These hysterical women are… ,0, user user needed counter balance rape apologist hysterical woman 
@user Its time to end Obama Illegal #DACA and Stop Rewarding Illegal I#mmigration U.S Youths need #Jobs #AmericansFirst #Trump #MAGA #RedNAtionRising #WalkAway via @user ,1, user time end obama illegal daca stop rewarding illegal immigration u youth need job americansfirst trump maga rednationrising walkaway via user 
"Why women don't report rape, harassment, and abuse. Rose McGowan: ‘Hollywood blacklisted me because I got raped’ ",1, woman dont report rape harassment abuse rose mcgowan hollywood blacklisted got raped 
Young immigrant from Houston was detained by ICE for two months. Exactly why laws like SB4 are harmful.  ,1, young immigrant houston detained ice two month exactly law like sb harmful  
"Being rich ain't always popping your ass like a club hoe, but niggas alive &amp; wealthy. ",1, rich aint always popping as like club hoe nigga alive amp wealthy 
It doesnt matter where you go longs you bitch ass niggas and snake ass black women out of your surroundings is all that matters ,0, doesnt matter go longs bitch as nigga snake as black woman surroundings matter 
@user Hey illegal alien invader Hugger @user #StopTheInvasion#DeportThemAll#NoAmnesty#BuildTheWall ,0, user hey illegal alien invader hugger user stoptheinvasiondeportthemallnoamnestybuildthewall 
"Most of the cases women are always the victims and the target it is systemic, so stop saying 'not all men' you're just derailing the topic 🗣 ",0, case woman always victim target systemic stop saying men youre derailing topic  
"This is how real humanity should respond to people in need, those who are seeking shelter, those who are refugees from violence. ",1, real humanity respond people need seeking shelter refugee violence 
"Fine, that's Barcelona off the list of cities to visit. Good luck to them.....they'll need it! ",1, fine thats barcelona list city visit good luck themtheyll need 
@user @user it's absolutely ridiculous especially after jumping through hoops to get it back last time ,0, user user absolutely ridiculous especially jumping hoop get back last time 
FYI. Mariah rhymes with Pariah which in German rhymes with washed up has been cunt hole. ,0, fyi mariah rhyme pariah german rhyme washed cunt hole 
"@user @user @user We don't want our countries to be over run with rapefugee parasite Moslem scum. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type. #StopIslam #BanSh ",0, user user user dont want country run rapefugee parasite moslem scum already  country stay country country suck full type stopislam bansh 
Why is a female like a laxative? They both irritate the shit out of you. ,0, female like laxative irritate shit 
US Border Patrol sets up surprise immigration checkpoint in Mainehttps://t.co/SMR8qyyvqd#EqualOpportunityDeporter #DeportTheIllegalCanadiansToo ,0, u border patrol set surprise immigration checkpoint mainehttpstcosmrqyyvqdequalopportunitydeporter deporttheillegalcanadianstoo 
Mo Brooks: The 15M Illegals in U.S. Give Blue States 20 Congressional Seats #MAGA #WalkAWay #NoDACA #NoAmnesty #DrainTheDeepState #thewall ,1, mo brook illegals u give blue state  congressional seat maga walkaway nodaca noamnesty drainthedeepstate thewall 
#NYHitsRadio ♪ Glam Skanks - Bad Bitch by Glam Skanks ♪ ,1, nyhitsradio  glam skank  bad bitch glam skank  
Many women don't report sexual assault because they think no one will believe them. I've been told twice nobody would ever want to rape me. ,0, many woman dont report sexual assault think one believe ive told twice nobody would ever want rape 
Lol bitch you a hoe ,1, lol bitch hoe 
@user @user @user @user @user You must be so proud of a sandwich maker. It takes a lot of brains to put mustard on a sand which. ,0, user user user user user must proud sandwich maker take lot brain put mustard sand 
"'I know. And pregnant women can be a real bitch. Sadly, I know from experience. Ah well. Lifes no longer like that.' ",0, know pregnant woman real bitch sadly know experience ah well life longer like 
#EU migration policy in focus ,1, eu migration policy focus 
All you fucking faggots were laughing at her too with that other fucking dumb cunt liberal Ellen DeGeneres ,1, fucking faggot laughing fucking dumb cunt liberal ellen degeneres 
Trump taps vocal anti-illegal immigration advocate for State Dept's top refugee job          Great news ! ,1, trump tap vocal antiillegal immigration advocate state depts top refugee job          great news  
Lovely immigrant appreciating her new home... ,0, lovely immigrant appreciating new home 
RT @user caught myself giving a dirty look to a pigeon today. no one is safe. ,1, rt user caught giving dirty look pigeon today one safe 
"Wear Orange - May 24, 2015 - Potter House Worship Center, Harrisburg VirginiaWe want to draw awareness to what... ",0, wear orange  may    potter house worship center harrisburg virginiawe want draw awareness 
People that post about how 'blessed' they are always make me wonder who they're trying to convince. It ain't me I know about your coke habit ,0, people post blessed always make wonder theyre trying convince aint know coke habit 
"@user @user “Wages in rich countries are determined more by immigration control than anything else, including any minimum wage legislation. Not by the ‘˜free’ labour market, which, if left alone, will end up replacing 80‘“90 per cent of nativ ",0, user user wage rich country determined immigration control anything else including minimum wage legislation free labour market left alone end replacing  per cent nativ 
"@user I mean some of you share with some men. Not me, of course. #NotAllWomen #NotAllMen ",0, user mean share men course notallwomen notallmen 
25 Straight Minutes Of Illegal Aliens Crossing Into US Through Arizona Ranch #MakePolioGreatAgain #BuildTheWallNow #DeportThemAll #NoAmnesty #NoDACA #DemocratsAreDangerous ,0,  straight minute illegal alien crossing u arizona ranch makepoliogreatagain buildthewallnow deportthemall noamnesty nodaca democratsaredangerous 
@user @user @user Think all the rape put a bit of a dampener of liberation tbf ,0, user user user think rape put bit dampener liberation tbf 
Still waiting on a 'favorite for me to inbox you about blablah' from some bitch i dont know. You got my favorite dumb skank wheres my DM ,0, still waiting favorite inbox blablah bitch dont know got favorite dumb skank wheres dm 
Pretty sure the money saved from the damage illegals do will more then compensate our budget.. #BuildThatWall ,1, pretty sure money saved damage illegals compensate budget buildthatwall 
"Prague not to accept migrants from Italy, offers police, experts ",1, prague accept migrant italy offer police expert 
Going to make Du'a at the shrine of Imam Reza(AS) for the refugees in Athens. ,1, going make dua shrine imam rezaas refugee athens 
"Our Daily Planet: EPA ignoring air pollution, immigrant fire crews battle fires in Trump country and an orca mom just can't let go (get your tissues!): ",1, daily planet epa ignoring air pollution immigrant fire crew battle fire trump country orca mom cant let go get tissue 
Wanna be like u could be fucking working for him some day you fucking little slut ,0, wanna like u could fucking working day fucking little slut 
"UAE, Saudi Arabia, Qatar and Kuwait, who refuse to take in refugees why should the U.S take in more costing Taxpayers Billions while we have homeless Citizens and #Veterans  #Trump #MAGA #RedNationRising   ",0, uae saudi arabia qatar kuwait refuse take refugee u take costing taxpayer billion homeless citizen veteran  trump maga rednationrising   
@user thank you 😘 ,0, user thank  
#Bangladesh releases first list of #Rohingya #refugees for repatriation to their strife-torn home in #Myanmar @user @user @user @user @user ,1, bangladesh release first list rohingya refugee repatriation strifetorn home myanmar user user user user user 
Lil bitch prolly just need some dick that’s all she ain’t had nun yet 😂😂😂 ,1, lil bitch prolly need dick thats aint nun yet  
I think a 40 year old crack whore cunt would be a more capable #potus than @user ,0, think  year old crack whore cunt would capable potus user 
This is a riveting investigative story @user uncovering Kobach as the Lyle Lanley of anti-immigrant ordinances ,0, riveting investigative story user uncovering kobach lyle lanley antiimmigrant ordinance 
"If @user doesn't hear us now, they will in November! Stop the open borders madness and #SendThemBack ",1, user doesnt hear u november stop open border madness sendthemback 
When you're livin life on the edge but safety always comes first... 🌚 ,1, youre livin life edge safety always come first  
UN approves international agreement to protect migrants | ,0, un approves international agreement protect migrant  
@user @user This is funny its about the third time you have tried to pigeon hole me and discredit my view as not being my own ,1, user user funny third time tried pigeon hole discredit view 
I don’t think limmys a bitch or a cunt I just want him to see this when he’s searching for people needing a time out. Hi Brian. ,0, dont think limmys bitch cunt want see he searching people needing time hi brian 
@user @user @user Imagine THE SIZEof THAT RED WAVE !!GOD BLESS TRUMP!Build That Wall#BuildThatWall Plz share.. ,0, user user user imagine sizeof red wave god bless trumpbuild wallbuildthatwall plz share 
Mollie Tibbetts And The Low Illegal Crime Rate Lie - American Thinker #MollieTibbetts #BuildTheDamnWall #BuildTheWall #BuildTheWallNow #BuildThatWall #MAGA #RedNationRising #KeepAmericaGreat #KAG2020 #KAG TW502 ,0, mollie tibbetts low illegal crime rate lie  american thinker mollietibbetts buildthedamnwall buildthewall buildthewallnow buildthatwall maga rednationrising keepamericagreat kag kag tw 
"@user Open borders for Israel.!!ITs diversity that makes the middle east so peaceful.Israel NEEDS to take at least 500,000 refugees. Why have their closed their borders, yet preach 'diversity for the West???? ",0, user open border israelits diversity make middle east peacefulisrael need take least  refugee closed border yet preach diversity west 
Italian ship accused of taking migrants back to #Libya for first time #UnitedNations #spokesman ,1, italian ship accused taking migrant back libya first time unitednations spokesman 
@user is erasing #Obama from the #ArcOfHistory. #politics @user #MAGA #BuildThatWall #purge @user #FoxNews #Saturdaymorning #satchat #Kavanaugh #NEWS #media ,1, user erasing obama arcofhistory politics user maga buildthatwall purge user foxnews saturdaymorning satchat kavanaugh news medium 
EU grants Spain â‚¬3 million in emergency migration funds ,0, eu grant spain  million emergency migration fund 
Don't sell me dreams cause I'll return them as nightmares ,0, dont sell dream cause ill return nightmare 
go fuck yourself you stupid ugly cunt ,1, go fuck stupid ugly cunt 
Thousands demonstrate in Germany against far-right #Attacks on refugee? ,0, thousand demonstrate germany farright attack refugee 
"ICE arrests 114 in New York operation targeting fugitives, illegal aliens #StopTheInvasion ",0, ice arrest  new york operation targeting fugitive illegal alien stoptheinvasion 
The Trump administration wants to target legal immigrants who use programs like Obamacare — and potentially block ... ,1, trump administration want target legal immigrant use program like obamacare  potentially block  
@user #WeLoveYouConnor Oxymoron Of The Day: 'Independent Women' ,0, user weloveyouconnor oxymoron day independent woman 
Two aid workers charged with theft of refugee camp supplies in Uganda ,0, two aid worker charged theft refugee camp supply uganda 
"If he likes cheese on his pizza, he's an asshole. 🍕 ",0, like cheese pizza he asshole  
When you unfollow someone and they DM you to ask you why... ,0, unfollow someone dm ask 
"The budget of the armys in several countries of the region will say, who is able to react. Its only important, if USA or Russia are involved, if an adventure goes in a new round, which undertakes us. ",0, budget army several country region say able react important usa russia involved adventure go new round undertakes u 
Applaud the passing of labour hire licensing law! Migrant workers will have another layer of protection starting from 1 Jan 2019! Delivering For Victoria’s Vulnerable Workers via @user ,0, applaud passing labour hire licensing law migrant worker another layer protection starting  jan  delivering victoria vulnerable worker via user 
"“What’s wrong you pathetic little slut, can’t take much of daddy’s cock like you thought you did? Can you?” ",0, whats wrong pathetic little slut cant take much daddy cock like thought 
RT @user #ChelseaHandler #KimKardashian #Kanye #KanyeWest #50Cent #Comedy #LOL #LMAO #memes #bruh #petty #funnyshit #truth ,0, rt user chelseahandler kimkardashian kanye kanyewest cent comedy lol lmao meme bruh petty funnyshit truth 
"@user @user I bet her parents dont claim her either. This skank blames her miserable existence on immigrants and POC when as an attractive white young woman, she has the privilege to do anything. More trump trash. ",0, user user bet parent dont claim either skank blame miserable existence immigrant poc attractive white young woman privilege anything trump trash 
how about instead of complaining 'not all men' you stand up for those when they've been harassed or assaulted or ya… ,1, instead complaining men stand theyve harassed assaulted ya 
Daaaaaaaaaaaaaaaamn @user back at it again with some more drunken tweets 🌚 ,0, daaaaaaaaaaaaaaaamn user back drunken tweet  
"Libya let #Europe-bound migrants die in Mediterranean, rescue group says ",1, libya let europebound migrant die mediterranean rescue group say 
"Hurray, saving us $$$ in so many ways @user @user #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike ",0, hurray saving u  many way user user lockthemup buildthewall enddaca boycottnfl boycottnike 
Anti-Immigrant 'Sheriff Joe' Joins Sacha Baron Cohen for an Interview. The Topics Get Sexual - Fast ,0, antiimmigrant sheriff joe join sacha baron cohen interview topic get sexual  fast 
@user bitch you a hoe... I do not like yo fish booty ass no fuckin moe ,0, user bitch hoe like yo fish booty as fuckin moe 
"Cook, clean, and deliver our awesome fucking offspring ",1, cook clean deliver awesome fucking offspring 
@user Stop Wasting Taxpayers Money On Illegal Alien #Immigraiton Programs that Cost $40 Million More! Kill the program and #SendThemBack faster #Trump #MAGA #RedNationRising #GOP ,0, user stop wasting taxpayer money illegal alien immigraiton program cost  million kill program sendthemback faster trump maga rednationrising gop 
"USA Portland Maine, Freddy Akoa murdered with his Bible next to him.  3 Muslim immigrants from Somalia have been... ",1, usa portland maine freddy akoa murdered bible next   muslim immigrant somalia 
"“not all men” first of all, you stay quiet when women want respect/equality. ",1, men first stay quiet woman want respectequality 
We have to demand justice and mercy for immigrants. It is unacceptable that anyone would die in detention. Congress has to act now with welcome and compassion. ,1, demand justice mercy immigrant unacceptable anyone would die detention congress act welcome compassion 
